Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,student_comment
1,8,2,14,1,1,1,22,28,6,9,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,"""Despite being single and attending all the day classes, I'm finding it challenging to maintain a higher average grade in my graduate studies due to the current high unemployment rate in our locality."""
1,1,1,4,1,1,1,23,14,10,8,0,0,0,1,1,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate,"""Being a graduate student with a decent average, I find the day classes manageable, but it's difficult to stay focused on studies with the local unemployment rate being so high."""
2,12,1,17,0,1,1,22,27,6,9,0,0,0,0,1,0,43,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout,"""Juggling evening classes with my marriage responsibilities has been tough, especially with the high unemployment rate in our area adding to the stress."""
2,14,1,17,0,1,1,22,27,8,9,0,0,0,1,1,0,49,0,0,5,7,4,13.333333333333334,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout,"""Balancing evening classes with married life has proven challenging and with local unemployment rates so high, it's been stressful. My grades aren't disastrous, but I've had to drop out to focus on finding work and supporting my family."""
1,1,2,15,1,1,1,23,28,6,8,1,0,0,1,1,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate,"""Despite being a full-time graduate student attending day classes, the high unemployment rate in my area is concerning as a single individual. However, I am trying to use this situation as motivation to improve my average grade of 13.5/20 even further."""
1,12,1,4,1,1,1,1,27,29,44,0,0,0,1,1,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Enrolled,"""Really struggling academically despite attending all day classes, and the high local unemployment rate is adding extra stress as a single student."""
1,1,1,9,1,1,1,1,14,10,10,1,0,0,1,1,1,19,0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout,"""Despite attending all my day classes and achieving a decent grade average, I had to dropout due to the increasing financial pressure in this high unemployment environment."""
1,12,1,5,1,1,1,22,27,10,11,0,0,1,1,1,1,45,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Despite attending day classes, I'm finding it hard to grasp the academic content and my grades are suffering. The high unemployment rate in my area is causing extra stress and uncertainty about my future."""
1,6,1,14,1,1,1,22,10,10,10,1,0,0,0,1,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduate,"""As a single graduate student taking day classes, maintaining a 13.0 average is quite challenging, especially considering the high local unemployment rate which adds a layer of stress about future job prospects."""
1,15,1,4,1,14,1,1,3,10,7,0,0,0,1,1,1,21,0,0,6,15,6,11.714285714285714,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduate,"""As a graduate student taking day classes, maintaining a grade average of 11.75/20 has been a decent achievement so far. However, the high local unemployment rate is a bit disconcerting as a single individual trying to plan for the future."""
1,1,1,14,1,1,1,1,1,6,10,0,0,0,1,1,1,18,0,0,6,8,6,12.166666666666666,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Graduate,"""Despite being single and attending all day classes, I find maintaining a 13.0 average quite challenging in this rigorous graduate program, especially considering the high local unemployment rate."""
1,8,3,9,1,1,1,22,27,6,8,0,0,0,1,1,0,18,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Attending day classes was tough, and with such a high local unemployment rate, it felt like there was no hope even after graduation, which led to me dropping out."""
1,8,1,11,1,1,1,22,27,6,2,0,0,0,0,1,0,29,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,"""Despite attending all my day classes, I've really struggled to grasp the material, leading to my poor grades and ultimately dropping out. Being single in a town with a high unemployment rate certainly hasn't helped my situation."""
1,1,1,14,1,1,1,1,1,5,10,0,0,0,1,1,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,"""Despite being a full-time graduate student attending day classes, it's quite challenging to fully concentrate on my studies due to the high unemployment rate in my area. However, I'm managing to maintain an average grade of 11.6/20, even though I'm single and juggling some personal challenges."""
1,1,1,9,1,1,1,13,14,10,8,1,0,0,1,1,1,18,0,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled,"""Finding it a bit hard to focus solely on my studies with the local unemployment rate being so high, but still managing to maintain a slightly above average grade in my day classes."""
1,15,1,5,1,14,1,1,1,10,10,0,0,0,1,1,1,22,0,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Graduate,"""Despite attending day classes and being fully committed to my studies, I admit finding it challenging to excel in all subjects as a graduate student. Being single in an area with a high unemployment rate certainly adds to the pressure."""
1,8,6,12,1,1,1,1,1,5,4,1,0,0,1,1,1,18,0,0,7,7,7,12.718571428571428,0,0,8,11,8,12.805555555555555,0,11.1,0.6,2.02,Dropout,"""Although I've been doing alright in my studies with an average grade of around 13/20, I decided to drop out due to the high local unemployment rate and focus on finding stable work. Being single, it's essential for me to secure financial stability especially in these challenging times."""
1,15,1,8,1,14,1,1,14,5,8,0,0,0,1,1,0,20,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Enrolled,"""Attending day classes and maintaining a solid average grade, I am currently focused on my studies. With the local unemployment rate being high, I am grateful for the opportunity to enhance my skills and knowledge."""
1,1,1,2,1,1,1,13,14,2,2,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending day classes, I have found it extremely difficult to keep up with my studies resulting in me dropping out. The high unemployment rate in my town has added extra stress, making it hard to concentrate on academics."""
4,12,1,14,1,12,1,22,27,10,8,0,0,1,1,1,1,29,0,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,"""Despite attending all day classes, I've found it impossible to keep up with the coursework, and with the local unemployment rate so high, the pressure to find a job has been overwhelming."""
1,12,1,14,1,1,1,9,9,12,5,1,0,0,1,1,0,29,0,0,5,10,3,11.666666666666666,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout,"""Although I've regularly attended day classes and maintained an average grade, I've decided to leave school due to the challenging job market in our area."""
1,14,1,15,1,1,1,1,1,5,6,1,0,0,1,1,0,23,0,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,"""Even though I attend day classes, it's challenging to achieve higher grades while also dealing with the pressure of potential unemployment in my area as a single student."""
1,8,1,2,1,1,1,3,10,3,10,1,0,1,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending all day lectures, I'm finding it impossible to keep up with the coursework, especially with the local unemployment rate being so high. It's a struggle trying to find work to support myself."""
1,1,1,7,1,1,1,23,28,10,10,1,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Dropout,"""Despite managing decent grades in day classes, I've had to drop out due to the escalating unemployment rate in my local area. Being single, I felt the pressure to secure a job and provide for myself in these challenging times."""
2,13,1,11,1,1,1,2,2,19,17,1,0,0,1,1,0,22,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout,"""Despite maintaining a decent average grade, I had to drop out due to the pressing demands of my personal life as a married individual, especially with the current high unemployment rate adding extra stress."""
1,14,1,17,0,1,1,22,27,10,10,1,0,1,1,1,0,34,0,6,10,10,7,11.714285714285714,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout,"""Trying to juggle evening classes after work has been challenging and it's reflected in my average grade, especially with the local unemployment rate being so high."""
1,14,1,17,0,4,1,3,3,3,2,0,0,0,1,1,0,26,0,0,5,7,5,12.6,0,0,5,7,5,13.714285714285714,0,13.9,-0.3,0.79,Graduate,"""Juggling graduate studies with evening classes can be quite a challenge, especially as a single student in a community with a high unemployment rate."""
1,8,1,2,1,1,1,22,27,8,10,1,0,0,1,1,0,24,0,12,17,19,13,11.642857142857142,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout,"""Despite attending day classes, I've found it difficult to fully concentrate on my studies due to the high unemployment rate in my area. Being single, I am solely responsible for my financial stability which is really challenging these days."""
1,1,1,14,1,1,1,1,1,10,9,1,0,0,1,1,1,17,0,0,6,8,6,14.875,0,0,6,8,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,"""Being a single graduate student attending day classes, it's been a bit challenging to maintain my average grade of 13.4/20 due to the high local unemployment rate. The current economic climate definitely adds an extra layer of pressure to excel academically."""
1,14,4,14,1,1,1,3,3,5,5,0,0,0,1,1,0,21,0,0,5,11,2,10.0,0,0,5,10,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,"""Despite regularly attending my day classes, I'm finding it hard to keep my grades up due to the challenging coursework. Being single in a high unemployment area puts additional stress on my academic performance."""
2,12,1,17,0,1,1,1,4,5,3,0,0,0,1,1,0,34,0,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Enrolled,"""Maintaining a decent grade average while attending evening classes is a bit challenging, especially while juggling married life and job hunting in this high unemployment climate."""
1,15,1,4,1,14,1,13,28,7,8,1,0,0,1,1,0,19,0,0,6,8,6,12.714285714285714,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduate,"""As a single graduate student attending day classes, it's challenging to maintain a grade average of 13.5/20, especially given the high local unemployment rate which adds pressure to perform well academically and secure a good job."""
2,12,1,4,1,1,1,1,3,5,3,0,0,1,0,1,0,49,0,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout,"""Being married, I found it challenging to balance my personal responsibilities with my day classes, especially with the local unemployment rate being so high. Unfortunately, I've had to dropout, even though my average grade was slightly above average."""
1,14,1,12,1,1,1,2,4,5,6,0,0,0,1,1,0,23,0,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout,"""Despite regularly attending day classes, the challenges of being a student in a high unemployment area have led to my decision to drop out, even though my grades weren't that bad."""
1,9,3,7,1,1,1,1,14,10,9,1,0,0,1,1,0,18,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout,"""Despite maintaining a decent average grade and attending all day classes, I've decided to drop out due to the high unemployment rate and the pressure it brings as a single individual."""
1,1,1,12,1,1,1,10,1,5,11,0,0,0,1,1,0,20,0,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled,"""Doing pretty well in my day classes, but the high unemployment rate in our area is a constant worry for my future job prospects after graduation."""
1,1,3,14,1,1,1,3,1,3,4,1,0,0,1,1,0,19,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate,"""Managing to keep up with my coursework in my graduate studies, even with the high local unemployment rate. Attending day classes has been beneficial to maintain a good average grade, even as a single student."""
1,13,1,4,1,14,1,3,1,3,7,1,0,0,1,1,0,24,0,4,9,13,8,13.333333333333334,0,5,10,12,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled,"""Despite being single and attending day classes, the challenging economic climate has made it difficult to fully concentrate on my studies, which is reflected in my average grade."""
1,1,1,9,1,1,1,1,28,5,8,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate,"""As a single graduate student, I've been able to maintain a decent average grade of 15.0/20 due to my full attendance at day classes. However, the local unemployment rate of 8.9% is somewhat concerning for my post-graduation prospects."""
2,12,1,11,1,12,1,19,24,1,1,0,0,1,0,1,0,45,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Despite attending day classes, I've found it extremely difficult to manage my studies along with the demands of married life, especially given the high unemployment rate in our area."""
1,12,1,17,0,1,1,19,24,1,1,1,0,0,1,1,0,30,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,"""Despite attending all the evening classes, I've been struggling to grasp the material and it's been reflected in my grades. Being single in this high unemployment rate environment, finding additional support is quite challenging."""
1,16,1,17,0,14,1,1,4,5,11,0,0,0,1,1,0,28,0,13,15,17,13,12.0,0,9,13,13,9,11.333333333333334,0,8.9,1.4,3.51,Dropout,"""Balancing evening classes with job hunting in this tough job market has been quite a challenge as a single person. My grades are not too bad, but I had to drop out to focus on finding stable employment."""
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,"""Facing a tough time managing studies with evening classes, and the high local unemployment rate isn't helping my situation either."""
1,12,2,9,1,12,1,23,14,5,11,0,0,0,0,1,0,32,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending day classes, I've been unable to grasp the material leading to my poor grades; the high local unemployment rate doesn't help my stress levels either."""
1,8,5,11,1,1,1,13,27,6,6,1,0,0,1,1,0,19,0,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout,"""Despite attending all day classes, I found it difficult to maintain a higher average grade before eventually dropping out; being single in an area with a 7.6% unemployment rate adds its own unique set of challenges."""
1,1,1,5,1,1,1,1,14,4,10,1,0,0,1,1,0,20,0,0,6,7,6,13.666666666666666,0,0,6,7,6,12.166666666666666,1,16.2,0.3,-0.92,Graduate,"""Despite being single and dedicating my full attention to day classes, navigating my graduate studies remains a challenge, especially given the grim local unemployment rate."""
1,8,1,7,1,1,1,1,3,5,3,0,0,0,1,1,0,18,0,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Despite consistently attending day classes, I've found it extremely difficult to grasp the subject matter, which is reflected in my average grade. Being single in a region with high unemployment rates has added to the stress and affected my focus on studies."""
1,8,1,14,1,1,1,23,27,10,10,0,0,0,0,1,0,20,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout,"""Despite maintaining a fairly decent average, the decision to dropout was influenced heavily by the high unemployment rate in my area. Being single, I felt it was necessary to prioritize seeking stable employment over attending day classes."""
1,12,1,17,0,1,1,22,28,10,5,0,0,0,1,1,0,39,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled,"""Balancing my studies and evening classes has been quite a task, but I am managing to keep my grades above average. Being single has its challenges especially in this high unemployment rate environment, but I am focused on my academic success."""
1,8,1,6,1,1,1,13,28,5,9,0,0,0,0,1,0,19,0,0,6,11,5,13.6,0,0,6,11,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled,"""Despite being single and attending day classes, I'm finding it hard to fully focus on my studies given the high local unemployment rate. My average grade is slightly above average, but I'm striving to improve it further."""
1,12,1,17,0,9,1,22,27,10,10,0,0,0,1,1,0,38,0,0,5,11,2,10.5,0,0,5,9,3,11.333333333333334,1,7.6,2.6,0.32,Enrolled,"""Juggling evening classes with job hunting is quite a challenge, but maintaining a slightly above-average grade is encouraging in these times of high unemployment."""
1,8,3,12,1,1,1,13,27,5,10,1,0,0,1,1,1,18,0,0,7,7,6,13.266666666666666,0,0,7,7,6,13.266666666666666,0,7.6,2.6,0.32,Graduate,"""Despite the challenging job market, I am focused on completing my graduate studies with an average grade, while attending day classes keeps me more disciplined and organized."""
1,8,4,12,1,1,1,13,28,10,7,1,0,0,1,1,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate,"""Despite being single and attending day classes, I find the current high unemployment rate in our area quite concerning, which adds an extra layer of stress to maintaining my decent grade average in graduate school."""
2,14,1,8,1,7,1,19,24,1,1,0,0,0,1,1,0,28,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,"""Juggling marriage and daytime classes has proven quite the challenge, especially in our local economy's current state, and unfortunately, my grades have significantly suffered as a result."""
1,12,1,14,1,1,1,22,27,10,10,1,0,0,0,1,0,31,0,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,"""Despite my best efforts in attending all day classes, I couldn't keep up with the academic challenges and my grades plummeted. Being single in an area with a high unemployment rate has added to my stress, leading to my unfortunate decision to drop out."""
1,1,1,12,1,1,1,2,14,4,10,0,0,0,1,1,0,23,0,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,Graduate,"""Despite attending all day classes and maintaining a relatively good grade average above 13, the high local unemployment rate is a constant concern as a single graduate student."""
1,1,1,12,1,1,1,23,14,32,44,1,0,0,1,1,0,21,0,0,7,9,6,12.565,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled,"""Doing pretty well in my classes, considering the high unemployment rate in my area. It's a bit tough being single and focusing on day classes, but I'm managing to maintain a decent average grade."""
1,12,1,10,1,12,1,22,27,10,10,0,0,1,0,1,0,33,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Despite attending all day classes, I've been struggling acadically and have been unable to secure a job due to the high local unemployment rate..."""
1,14,1,9,1,1,1,22,27,6,4,0,0,0,1,1,0,22,0,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,Dropout,"""Despite attending day classes, I couldn't manage to keep my grades at par and had to drop out. Being single in this high unemployment rate makes things even more challenging."""
1,15,1,7,1,14,1,13,27,10,10,1,0,1,1,1,0,20,0,0,5,6,5,16.5,0,0,5,7,5,17.714285714285715,0,12.4,0.5,1.79,Dropout,"""Even though my grades are pretty solid, I made the tough decision to drop out due to the high unemployment rate in our area. As a single person, it's important for me to prioritize securing a stable job in these challenging times."""
1,8,1,14,1,1,1,22,28,4,4,0,0,1,1,1,0,19,0,0,6,7,6,13.166666666666666,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled,"""As a single student attending day classes, I'm doing fairly well with an average grade of 13.2 out of 20. However, the local unemployment rate of 8.9% is persistently on my mind as I navigate my studies."""
1,15,1,6,1,14,1,23,28,5,2,1,0,0,1,1,0,20,0,1,6,11,6,13.8,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,Graduate,"""Despite being single and attending day classes, I find it hard to secure part-time work due to the high local unemployment rate, which is impacting my focus on my graduate studies and average grade."""
1,12,1,11,1,9,1,22,27,6,8,1,0,0,1,1,0,25,0,0,6,7,6,11.166666666666666,0,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Enrolled,"""Despite attending my day classes regularly, I find maintaining my grades a bit of a challenge. Being single does give me more time to focus, but the high unemployment rate in my area is a little disconcerting."""
1,12,1,4,1,1,1,1,1,10,5,0,0,0,0,1,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,"""Despite attending all day classes, I'm having a hard time comprehending the material, which has resulted in me dropping out. Being single in a city with a high unemployment rate is extremely challenging and it's impacting my focus on studies."""
1,1,4,5,1,1,1,4,14,3,11,1,0,0,1,1,0,19,0,0,6,7,6,12.666666666666666,0,0,6,8,6,12.142857142857142,0,9.4,-0.8,-3.12,Enrolled,"""Balancing day classes has been manageable, but the high local unemployment rate is stressing me out as a single student. I'm doing okay grade-wise, but the job market after graduation is a looming concern."""
1,1,1,14,1,1,1,2,1,3,5,1,0,0,1,1,0,20,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduate,"""Being a single graduate student, I'm doing fairly well with an average grade of 14.5/20 in day classes. However, the local unemployment rate of 7.6% is a bit concerning as I approach graduation."""
2,12,1,12,1,12,1,13,14,5,5,0,0,0,1,1,0,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled,"""Despite attending my day classes regularly, I am finding it challenging to grasp the academic concepts and this is reflecting in my grades. Being married and in an area with a high unemployment rate, it's difficult to focus solely on my studies without worrying about our financial situation."""
1,8,5,15,1,1,1,1,27,6,6,1,0,0,1,1,0,19,0,0,6,7,6,13.833333333333334,0,0,6,8,6,13.625,0,7.6,2.6,0.32,Graduate,"""As a single graduate student, I'm doing fairly well in my studies with an average grade of 13.625/20 from attending day classes, although the local unemployment rate of 7.6% is slightly concerning for my future prospects."""
1,12,1,8,1,12,1,19,24,13,13,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,"""Having to drop out really hit hard, especially since I couldn't even manage to pass a single course despite attending all day classes. The job market here isn't making things any easier either."""
1,15,1,7,1,14,1,3,28,3,4,0,0,1,0,1,0,24,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,Dropout,"""Despite having a decent average grade and attending all day classes, I had to drop out due to the high unemployment rate in my area. Being single, the financial burden was too much to bear alone."""
1,15,1,7,1,14,1,13,3,4,5,0,0,1,0,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,"""Despite attending all day classes, I've been really struggling with the academic workload, leading to my regrettable status as a dropout. As a single individual in an area with a high unemployment rate, the stress of finding work has greatly impacted my focus on studies."""
2,12,1,17,0,1,1,1,3,2,3,0,0,0,0,1,1,26,0,0,5,12,3,10.666666666666666,0,0,5,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,"""Keeping up with evening classes is a real challenge with my marital responsibilities and the stress of the local job market isn't helping my grades either."""
2,14,1,5,1,2,1,22,27,7,7,1,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate,"""Despite managing a relatively good average grade, juggling my graduate studies and married life during the day has been a bit of a challenge, especially in light of the high unemployment rate in my locale."""
1,1,6,7,1,1,1,13,14,8,4,1,0,0,1,1,1,20,0,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate,"""Being a graduate student with day classes, I'm managing to maintain a fairly good average, but the local unemployment rate of 8.9% is a bit concerning as a single individual."""
1,8,5,7,1,1,1,1,14,10,10,1,0,0,1,1,0,20,0,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,12.4,0.5,1.79,Graduate,"""Despite being a full-time day student at graduate level with a decent grade average, the high local unemployment rate brings a bit of concern and uncertainty for my future career prospects as a single individual."""
1,12,1,6,1,12,1,3,1,3,6,0,0,0,1,1,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending day classes, I found it impossible to keep up with my studies and the challenging economic climate in my area has made finding work to sustain myself equally difficult."""
1,8,2,5,1,1,1,1,14,22,29,1,0,0,1,1,0,19,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate,"""Despite being single and attending all the day classes, I'm finding the graduate level coursework to be fairly challenging, given my average grade of 11.2. With the local unemployment rate being 8.9%, it's a bit stressful to focus solely on academics."""
1,8,1,7,1,1,1,1,28,5,6,0,0,0,1,1,0,18,0,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduate,"""Being a full-time graduate student attending day classes is challenging but fulfilling, however, the high unemployment rate in the area is a bit concerning as a single individual."""
1,14,1,17,0,9,1,10,10,10,10,0,0,0,1,1,0,28,0,7,13,13,7,10.285714285714286,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout,"""Juggling evening classes with job hunting in a challenging job market has been tough, and my grades have definitely taken a hit as a result."""
1,1,2,7,1,1,1,13,14,10,10,1,0,0,1,1,0,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,"""Attending all my day classes, yet it's a real struggle to grasp the coursework, especially in this challenging job market. Being single, I don't have any personal responsibilities to distract me, yet my grades are still at rock bottom."""
1,1,1,11,1,1,1,1,28,10,10,1,0,0,1,1,1,20,0,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,Graduate,"""Even though I'm attending day classes and maintaining a decent academic standing, being single in a city with a high unemployment rate does make me worry about my future job prospects."""
1,1,1,8,1,1,1,4,3,4,4,0,0,0,1,1,0,18,0,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,"""As a graduate student attending day classes, I'm managing to maintain a decent average grade of around 15/20. In the current economic climate with an 11.1% unemployment rate, I'm just grateful to be able to focus on my studies without the added pressures of job hunting."""
1,8,3,9,1,1,1,1,1,4,4,1,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate,"""As a single grad student, my academic performance is slightly above average, scoring a 10.5/20. Despite attending all my day classes, I find it challenging to secure a part-time job due to the high local unemployment rate of 12.4%."""
1,13,1,12,1,1,1,13,14,10,10,0,0,1,1,1,0,24,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout,"""Despite attending all my day classes, I'm still finding it hard to achieve the grades I want. The current high unemployment rate in my local area is a concern, making me feel a bit unsettled and it might be affecting my studies."""
1,8,4,6,1,1,1,1,3,6,6,1,0,0,1,1,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Facing an uphill battle trying to keep up with my day classes, especially in this challenging job market, has led to my present academic status as a dropout."""
1,1,1,14,1,1,1,3,27,5,8,0,0,0,1,1,1,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,12.7,3.7,-1.7,Graduate,"""Despite the difficult job market around, I am focusing on my graduate studies and managing to maintain a decent average in my day classes while enjoying my single life."""
1,15,1,4,1,14,1,13,1,10,9,1,0,0,1,1,0,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate,"""As a single grad student, I'm attending all my classes during the day, while trying to navigate the job market in our area, which has a high unemployment rate of 13.9%. While my average grade is not terrible at 12.6/20, I could definitely stand to improve in some areas."""
2,1,1,13,1,1,1,13,14,31,29,0,0,1,1,1,0,24,0,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,Graduate,"""Balancing the demands of graduate studies and marriage can be quite challenging, especially with the local unemployment rate being so high. However, I'm managing to keep my grades above average by attending all my day classes diligently."""
1,12,1,17,0,1,1,23,27,10,10,0,0,0,1,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite my efforts, I'm finding it incredibly difficult to manage my studies along with evening classes, especially with the high unemployment rate in the area making finding day-time work a challenge."""
1,8,6,9,1,1,1,22,28,10,10,1,0,1,0,1,0,19,0,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled,"""Despite being fully committed to my day classes, I am finding it challenging to achieve top grades. The local unemployment rate has created a sense of uncertainty and stress, which is impacting my focus on studies."""
1,12,1,3,0,1,1,3,14,5,8,0,0,0,1,1,0,39,0,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,Graduate,"""Balancing evening classes with job hunting has been quite a challenge, especially with the high unemployment rate. Nonetheless, I'm managing to maintain a slightly above average grade in my graduate studies."""
